id,group,technology,series,spec,term,n,df_resid,years,coefficient,SE_HAC,p_raw,CI95_low,CI95_high,R2,LR_pct,LR_CI95_low,LR_CI95_high,q_BH
pv__CHN__balance,balance,pv,CHN,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",9.873738488670831,0.3835680538665842,1.5408291220528238e-12,9.045090087477714,10.702386889863948,0.9012312490054573,,,,
pv__CHN__balance,balance,pv,CHN,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.5260812937466699,0.0655798632648816,2.1699204173987933e-06,-0.6677579748391191,-0.3844046126542207,0.9012312490054573,30.55615638058997,23.390490608574055,37.05158204319739,6.809515852870937e-06
pv__CHN__balance,balance,pv,CHN,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.33581031871497835,0.09175619574487455,0.0032673339309631485,-0.5357298952050189,-0.13589074222493777,0.2289369066689837,,,,
pv__CHN__balance,balance,pv,CHN,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.8487547869140049,0.20629980150645927,0.001435501261352788,0.39926613263471494,1.2982434411932948,0.2289369066689837,-80.09458291523248,-145.92926819645277,-31.88368766869436,0.007895256937440333
pv__CHN__balance,balance,pv,CHN,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",6.918902009541277,0.9905386446768609,1.464845632707492e-05,4.760703702241919,9.077100316840635,0.9244898448347214,,,,
pv__CHN__balance,balance,pv,CHN,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.2090034906959648,0.25905849160517835,0.43549150512706514,-0.3554364744466506,0.7734434558385802,0.9244898448347214,-15.588950330243367,-70.9344819727485,21.836686874111578,0.47904065563977166
pv__CHN__balance,balance,pv,CHN,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.18827128934713078,0.07676728440612005,0.03045394219175589,-0.3555328335096055,-0.02100974518465601,0.9244898448347214,,,,
pv__DEU__balance,balance,pv,DEU,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",8.844952758324474,0.3399183307552717,1.3426830978405901e-12,8.110603850804239,9.57930166584471,0.7630552591403719,,,,
pv__DEU__balance,balance,pv,DEU,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.3848290605802427,0.05711310728247182,1.3875086316910711e-05,-0.50821442742639,-0.2614436937340954,0.7630552591403719,23.413026185136964,16.574732859066643,29.690790822286438,3.052518989720357e-05
pv__DEU__balance,balance,pv,DEU,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.017640235739973878,0.2109728757712196,0.9347421793779637,-0.47731064418129354,0.4420301727013458,0.010206351236583755,,,,
pv__DEU__balance,balance,pv,DEU,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.2917284947789366,0.5324719242326746,0.5938220854976448,-1.4518851547326554,0.8684281651747822,0.010206351236583755,18.307728415461522,-82.56727225522916,63.44565400904793,0.7739048481292914
pv__DEU__balance,balance,pv,DEU,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",10.827568129231636,1.6211326460443882,2.263501759368936e-05,7.295423521443919,14.359712737019354,0.7796237621736654,,,,
pv__DEU__balance,balance,pv,DEU,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.8780510723056594,0.42397487257176386,0.060580931633578146,-1.8018129641199312,0.045710819508612444,0.7796237621736654,45.589804105476986,-3.219161746660504,71.31860628216978,0.18480820140500126
pv__DEU__balance,balance,pv,DEU,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.1263249437986118,0.11766108830795022,0.3041022722648517,-0.13003654495891048,0.3826864325561341,0.7796237621736654,,,,
pv__ESP__balance,balance,pv,ESP,main_level,const,12,10,"2010,2011,2012,2013,2014,2015,2019,2020,2021,2022,2023,2024",9.511616557355868,0.3910643632815971,3.145357285856548e-10,8.640270855909211,10.382962258802525,0.7560515509190905,,,,
pv__ESP__balance,balance,pv,ESP,main_level,logQ,12,10,"2010,2011,2012,2013,2014,2015,2019,2020,2021,2022,2023,2024",-0.46912051526015874,0.06826362303864042,4.339125827758231e-05,-0.6212213459284424,-0.31701968459187513,0.7560515509190905,27.7595149512748,19.727356401461794,34.987967928713836,6.818626300762935e-05
pv__ESP__balance,balance,pv,ESP,annual_difference,const,10,8,"2011,2012,2013,2014,2015,2020,2021,2022,2023,2024",-0.010069701246276694,0.3006019767930549,0.9740978116699711,-0.703259102781608,0.6831197002890546,0.01587136698517788,,,,
pv__ESP__balance,balance,pv,ESP,annual_difference,logQ,10,8,"2011,2012,2013,2014,2015,2020,2021,2022,2023,2024",-0.5005146756248685,0.6398284622318291,0.45658680061987544,-1.9759617553527886,0.9749324041030517,0.01587136698517788,29.314543130914437,-96.55491012813695,74.57995931246842,0.7174935438312329
pv__ESP__balance,balance,pv,ESP,time_trend,const,12,9,"2010,2011,2012,2013,2014,2015,2019,2020,2021,2022,2023,2024",11.328478330133759,2.4837678526868574,0.0013643071311714775,5.7098050913114395,16.94715156895608,0.7633396413171273,,,,
pv__ESP__balance,balance,pv,ESP,time_trend,logQ,12,9,"2010,2011,2012,2013,2014,2015,2019,2020,2021,2022,2023,2024",-0.9239246200209594,0.6575354024521494,0.19354609178369928,-2.4113730405082423,0.5635238004663232,0.7633396413171273,47.29267498024839,-47.78745393028618,81.20231429084507,0.2830463338646261
pv__ESP__balance,balance,pv,ESP,time_trend,trend,12,9,"2010,2011,2012,2013,2014,2015,2019,2020,2021,2022,2023,2024",0.1161600946714274,0.17828719577380733,0.5309851440255384,-0.28715356229346195,0.5194737516363168,0.7633396413171273,,,,
pv__FRA__balance,balance,pv,FRA,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",10.395535079644684,0.7482144330640212,3.538568848753488e-09,8.779116070141427,12.011954089147942,0.6952953038460612,,,,
pv__FRA__balance,balance,pv,FRA,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.5680182225907603,0.1289377975871382,0.0007106042740903138,-0.8465713991311281,-0.2894650460503925,0.6952953038460612,32.54572529911758,18.179460563351036,44.3895236238929,0.0008685163349992724
pv__FRA__balance,balance,pv,FRA,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.24738816285445403,0.22436807849700588,0.29182327655847573,-0.7362442108506593,0.24146788514175116,0.026081542072677544,,,,
pv__FRA__balance,balance,pv,FRA,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.5500158493893519,0.604743340674663,0.3809894965096776,-0.7676066999261186,1.8676383987048224,0.026081542072677544,-46.41017804201999,-264.93471565138424,41.26089046904112,0.6984807436010757
pv__FRA__balance,balance,pv,FRA,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",14.013094101067892,3.5635967384885605,0.0019904264565140735,6.248683807502306,21.77750439463348,0.718366073075908,,,,
pv__FRA__balance,balance,pv,FRA,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-1.4679707621826408,0.9036423143385397,0.13022662628730067,-3.436838230090194,0.5008967057249125,0.718366073075908,63.850960043335434,-41.50928386906061,90.76560170428338,0.2830463338646261
pv__FRA__balance,balance,pv,FRA,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.2304975270419456,0.2403921031056313,0.35656048672580487,-0.29327187135437505,0.7542669254382662,0.718366073075908,,,,
pv__IND__balance,balance,pv,IND,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",10.659661622614493,0.48366608105071907,1.1119623248226541e-11,9.614764580919188,11.704558664309799,0.8687817888049691,,,,
pv__IND__balance,balance,pv,IND,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.7017656828234169,0.08638887983950717,1.8905447802900905e-06,-0.8883975110954649,-0.5151338545513688,0.8687817888049691,38.51807178144245,30.027199161202077,45.978616660204565,6.809515852870937e-06
pv__IND__balance,balance,pv,IND,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.018673322936746534,0.2965810132132135,0.9508333997546726,-0.6648678395602717,0.6275211936867787,0.020047173586798195,,,,
pv__IND__balance,balance,pv,IND,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.5203963313909423,1.0627436183767658,0.6331948757421475,-2.8359157617531627,1.7951230989712779,0.020047173586798195,30.28197197031718,-247.0450854640757,85.99431706157733,0.7739048481292914
pv__IND__balance,balance,pv,IND,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",9.192669936743897,1.8559262931344245,0.0003346072776179944,5.1489539183529445,13.23638595513485,0.8718875483248727,,,,
pv__IND__balance,balance,pv,IND,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.33681714005161023,0.4874157531669157,0.5026980053444209,-1.3988048364317438,0.7251705563285233,0.8718875483248727,20.82137824900071,-65.30960548276228,62.075681421660974,0.5026980053444209
pv__IND__balance,balance,pv,IND,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.09347130310295038,0.13921250708232044,0.5146650727858926,-0.39678929958351955,0.2098466933776188,0.8718875483248727,,,,
pv__ITA__balance,balance,pv,ITA,main_level,const,13,11,"2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",10.153257698104856,0.6294111576284468,5.288814574903306e-09,8.767933080574014,11.538582315635697,0.7984153154758762,,,,
pv__ITA__balance,balance,pv,ITA,main_level,logQ,13,11,"2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",-0.5895247210083467,0.11243884052476283,0.00027551472880312156,-0.837000940420283,-0.3420485015964105,0.7984153154758762,33.54381969040601,21.107968210420502,44.019392058240605,0.00037883275210429216
pv__ITA__balance,balance,pv,ITA,annual_difference,const,11,9,"2011,2012,2013,2014,2018,2019,2020,2021,2022,2023,2024",-0.05326133403020966,0.15665907282674896,0.7416698293153052,-0.4076487777513218,0.3011261096909025,0.0006096742316131776,,,,
pv__ITA__balance,balance,pv,ITA,annual_difference,logQ,11,9,"2011,2012,2013,2014,2018,2019,2020,2021,2022,2023,2024",-0.06867933575987678,0.5729187593111854,0.9072145480680435,-1.3647116108691586,1.2273529393494051,0.0006096742316131776,4.648954386455362,-134.13700031085588,61.16879481873705,0.9072145480680435
pv__ITA__balance,balance,pv,ITA,time_trend,const,13,10,"2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",15.013457398356849,2.6929840088586405,0.0002357328655703186,9.01311510049862,21.013799696215077,0.8392016966313608,,,,
pv__ITA__balance,balance,pv,ITA,time_trend,logQ,13,10,"2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",-1.805529874381092,0.6834029761752402,0.02465049824103139,-3.328246597145614,-0.28281315161657017,0.8392016966313608,71.39240493899757,17.801336128961164,90.04370075335693,0.18480820140500126
pv__ITA__balance,balance,pv,ITA,time_trend,trend,13,10,"2010,2011,2012,2013,2014,2017,2018,2019,2020,2021,2022,2023,2024",0.31256625684966655,0.18298677595016097,0.11841142520623744,-0.09515368804069052,0.7202862017400236,0.8392016966313608,,,,
pv__JPN__balance,balance,pv,JPN,main_level,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",8.426501929102539,0.39840083734361953,7.251322082347681e-11,7.558461073349612,9.294542784855466,0.47290111080321995,,,,
pv__JPN__balance,balance,pv,JPN,main_level,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.17136947053198215,0.0639403395166319,0.020031513333947846,-0.3106835026038546,-0.03205543846010975,0.47290111080321995,11.20006476566383,2.1974109887691995,19.374031123891776,0.020031513333947846
pv__JPN__balance,balance,pv,JPN,annual_difference,const,13,11,"2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.0027141797815045943,0.3134526872214144,0.9932462669673123,-0.6871905331809507,0.6926188927439598,0.0020731807847189643,,,,
pv__JPN__balance,balance,pv,JPN,annual_difference,logQ,13,11,"2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.20808977568472448,1.294031048649834,0.8751603298736459,-3.056232910449586,2.6400533590801367,0.0020731807847189643,13.431730565378574,-523.354718510139,87.97784784429555,0.9072145480680435
pv__JPN__balance,balance,pv,JPN,time_trend,const,14,11,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",12.28721124202017,3.0633731628944143,0.0020473172838051472,5.544772370693198,19.02965011334714,0.533901979099478,,,,
pv__JPN__balance,balance,pv,JPN,time_trend,logQ,14,11,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-1.0505327139691945,0.6931545960442429,0.15782095979309127,-2.5761556935058643,0.47509026556747536,0.533901979099478,51.72101382179828,-39.00051860259639,83.23128194176785,0.2830463338646261
pv__JPN__balance,balance,pv,JPN,time_trend,trend,14,11,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.2128118622687869,0.16757218051590747,0.23030172970717339,-0.15601202028946654,0.5816357448270404,0.533901979099478,,,,
pv__KOR__balance,balance,pv,KOR,main_level,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",9.799162155676276,0.6669466959615724,4.9237368039003506e-09,8.346010137813575,11.252314173538977,0.6903297790835611,,,,
pv__KOR__balance,balance,pv,KOR,main_level,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.4321698509914317,0.11587122462241536,0.0028752765744621783,-0.684631561787562,-0.1797081401953014,0.6903297790835611,25.885375666893818,11.71184132396943,37.78353040305564,0.003162804231908396
pv__KOR__balance,balance,pv,KOR,annual_difference,const,13,11,"2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.5728359699982388,0.4978445668984898,0.27428260616874567,-0.5229125337732601,1.6685844737697377,0.18582973080113874,,,,
pv__KOR__balance,balance,pv,KOR,annual_difference,logQ,13,11,"2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-2.7274343396785627,1.913269216413867,0.1817562449042443,-6.938511492249015,1.48364281289189,0.18582973080113874,84.90057349531382,-179.6539703407518,99.1847329022627,0.39986373878933745
pv__KOR__balance,balance,pv,KOR,time_trend,const,14,11,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",17.086210668966174,4.558448333209546,0.003219686269305441,7.053133534567111,27.11928780336524,0.7402124136983503,,,,
pv__KOR__balance,balance,pv,KOR,time_trend,logQ,14,11,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-2.0915812924570254,1.0301254151540118,0.06720298232909137,-4.358872044235293,0.17570945932124138,0.7402124136983503,76.53766169602562,-12.951972056480422,95.12641250375972,0.18480820140500126
pv__KOR__balance,balance,pv,KOR,time_trend,trend,14,11,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.40168016777835747,0.2511548088675385,0.13805192875728134,-0.15110783942256412,0.954468174979279,0.7402124136983503,,,,
pv__USA__balance,balance,pv,USA,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",10.310704976828884,0.5115744983024194,3.446009226317821e-11,9.205515465251569,11.415894488406199,0.850425518205552,,,,
pv__USA__balance,balance,pv,USA,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.5214862563796544,0.08420575483730951,3.255168458641763e-05,-0.7034017298238182,-0.33957078293549064,0.850425518205552,30.33462254618978,20.97236075056409,38.58775408356273,5.967808840843233e-05
pv__USA__balance,balance,pv,USA,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.37919205472356615,0.09230543512173862,0.0014514125774492065,-0.5803083210144745,-0.1780757884326578,0.37811127324453875,,,,
pv__USA__balance,balance,pv,USA,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",1.0573658610923078,0.21397825310650267,0.00034124454533359234,0.5911472979548937,1.5235844242297218,0.37811127324453875,-108.11282310606036,-187.50447748815313,-50.644426547962354,0.0037536899986695157
pv__USA__balance,balance,pv,USA,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",5.440902891170193,1.111909412244287,0.00037010967467047197,3.0182603983488305,7.863545383991555,0.9110934565483249,,,,
pv__USA__balance,balance,pv,USA,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.6899910763589832,0.28797660257044766,0.033764185735234216,0.06254396003560869,1.3174381926823577,0.9110934565483249,-61.32735396767062,-149.2231686762791,-4.430560274339701,0.18480820140500126
pv__USA__balance,balance,pv,USA,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.3102858395068926,0.08130852690604862,0.0024565927360766936,-0.4874419010908245,-0.13312977792296066,0.9110934565483249,,,,
wind__AUS__balance,balance,wind,AUS,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",11.383443640998559,0.4691278981089001,3.272965265609279e-12,10.369954434052655,12.396932847944463,0.7777950894491308,,,,
wind__AUS__balance,balance,wind,AUS,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.6608866327723224,0.08033907764480001,1.6456878026161531e-06,-0.834448658005136,-0.4873246075395088,0.7777950894491308,36.75105296429613,28.665326878490337,43.92026869863067,2.3039629236626146e-05
wind__AUS__balance,balance,wind,AUS,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.24575168692836563,0.22457985146602402,0.2953139802433252,-0.7350691485864435,0.2435657747297122,0.04031068040695551,,,,
wind__AUS__balance,balance,wind,AUS,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",1.357311012436848,1.5493685902838537,0.3982047380330187,-2.018473149951136,4.7330951748248316,0.04031068040695551,-156.20719879311298,-2559.522200421651,75.31807453872484,0.5789574600630505
wind__AUS__balance,balance,wind,AUS,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",10.837909261914326,3.962991935288778,0.018105549141142496,2.20329158945448,19.472526934374173,0.7779904258055901,,,,
wind__AUS__balance,balance,wind,AUS,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.5578963597502673,0.7557190358450876,0.47456387081682105,-2.2044666906704125,1.0886739711698779,0.7779904258055901,32.07080605400204,-112.67846679909721,78.3035139400742,0.6039903810395905
wind__AUS__balance,balance,wind,AUS,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.012662477595954291,0.09712038713773816,0.8984265538222332,-0.22426962311353615,0.19894466792162757,0.7779904258055901,,,,
wind__BRA__balance,balance,wind,BRA,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",9.826444603225145,0.7189734220530292,4.325729553904188e-09,8.273196957393266,11.379692249057024,0.6828226743864484,,,,
wind__BRA__balance,balance,wind,BRA,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.48467718380848224,0.11618049898851417,0.0010957764571223176,-0.7356698923152687,-0.23368447530169584,0.6828226743864484,28.534303699646834,14.953986034224243,39.946089069505234,0.005113623466570815
wind__BRA__balance,balance,wind,BRA,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.11311886311162934,0.1534842375559793,0.4752820984534528,-0.4475322890497048,0.22129456282644616,0.022549922073965778,,,,
wind__BRA__balance,balance,wind,BRA,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.7271501206910655,1.1833452748302027,0.5503672305398488,-1.8511377460305631,3.3054379874126942,0.022549922073965778,-65.53658735055072,-888.6350035904476,72.28263044283406,0.6420951022964904
wind__BRA__balance,balance,wind,BRA,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",5.854149701098677,4.02719168518236,0.1716903085155826,-2.9203472100904886,14.628646612287843,0.6997276022038075,,,,
wind__BRA__balance,balance,wind,BRA,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.26524390673926757,0.7641506950071918,0.7345206143242224,-1.3996974313386192,1.9301852448171544,0.6997276022038075,-20.183921921888516,-281.10413057919163,62.099137927015555,0.7910222000414703
wind__BRA__balance,balance,wind,BRA,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.09220151310562408,0.10064870367163865,0.3776709661333314,-0.31149619995438194,0.12709317374313375,0.6997276022038075,,,,
wind__CAN__balance,balance,wind,CAN,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",8.821269644581022,0.8670035420188401,1.4716048365427e-07,6.948222367362842,10.694316921799203,0.27093919610710204,,,,
wind__CAN__balance,balance,wind,CAN,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.26435248317406956,0.14246600877021554,0.0863275153740364,-0.572131583132343,0.04342661678420384,0.27093919610710204,16.742767030586403,-3.055865323290252,32.73777460430819,0.13428724613738996
wind__CAN__balance,balance,wind,CAN,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.01256052362434748,0.3141964700109756,0.9687691508554584,-0.6971358235192184,0.6720147762705235,0.0013291736453165948,,,,
wind__CAN__balance,balance,wind,CAN,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.294298259960871,2.466544453286672,0.90699921664988,-5.668436959717012,5.07984043979527,0.0013291736453165948,18.453111253742062,-3282.083655034747,98.033787527906,0.9716226737879765
wind__CAN__balance,balance,wind,CAN,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-2.2558685413276365,3.3304467383732637,0.5110336049943968,-9.512288623405986,5.000551540750714,0.44628192793747734,,,,
wind__CAN__balance,balance,wind,CAN,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",1.8268768321714983,0.6315442528163399,0.013507875466400665,0.4508601116350601,3.2028935527079367,0.44628192793747734,-254.768232985946,-820.8036503103216,-36.685491085481715,0.04727756413240233
wind__CAN__balance,balance,wind,CAN,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.2571130610353527,0.08559157924541634,0.010985699787399541,-0.44360109200641895,-0.07062503006428647,0.44628192793747734,,,,
wind__CHN__balance,balance,wind,CHN,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",6.734704536415173,0.8909707964733738,4.137799139551617e-06,4.809879153891992,8.659529918938354,7.198524500706682e-06,,,,
wind__CHN__balance,balance,wind,CHN,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.0009530959629233671,0.1486590091459303,0.9949819080415434,-0.3202051678964955,0.32211135982234224,7.198524500706682e-06,-0.06608540473824753,-25.01587970519683,19.904403569844042,0.9949819080415434
wind__CHN__balance,balance,wind,CHN,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.26508926497459184,0.10219805284125277,0.023489459783984343,-0.4877596936717333,-0.04241883627745041,0.4278229562839607,,,,
wind__CHN__balance,balance,wind,CHN,annual_difference,logQ,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",1.9941453820426154,0.5985002690984235,0.0059769978768280125,0.6901253171739623,3.2981654469112685,0.4278229562839607,-298.3800444314981,-883.6638929863692,-61.34236595735414,0.08367797027559218
wind__CHN__balance,balance,wind,CHN,time_trend,const,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-7.161288848597945,3.0507184093178905,0.036885794694895856,-13.808233258510139,-0.5143444386857512,0.5640044619904032,,,,
wind__CHN__balance,balance,wind,CHN,time_trend,logQ,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",2.624348078031008,0.5827938440489637,0.00072280866674029,1.3545493735682645,3.894146782493751,0.5640044619904032,-516.6056367555291,-1386.8083417699913,-155.71723039035015,0.00505966066718203
wind__CHN__balance,balance,wind,CHN,time_trend,trend,15,12,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.3225419179019354,0.07856894853200797,0.0014587122365022904,-0.49372895097663916,-0.15135488482723172,0.5640044619904032,,,,
wind__DEU__balance,balance,wind,DEU,main_level,const,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",5.547787708456216,0.5628946109276639,2.1289090827017247e-07,4.331727834117274,6.763847582795158,0.43156996262941116,,,,
wind__DEU__balance,balance,wind,DEU,main_level,logQ,15,13,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",0.20200921608901146,0.09423371304588207,0.0515453168157343,-0.0015703439572534172,0.40558877613527633,0.43156996262941116,-15.02992415607527,-32.46293926387167,0.10878873075610418,0.09020430442753503
wind__DEU__balance,balance,wind,DEU,annual_difference,const,14,12,"2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",-0.15895823886169913,0.08820096826288232,0.096665128270543,-0.351131640101603,0.03321516237820479,0.22930182177528047,,,,
