x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0001203093585427,1.081286519010216,1.2093676118842596,1.3157295486953313,1.4046302957691108,1.4799213682755017,1.5449810561961002,1.5977627862588393,1.6448157072816383,1.693748905936178
0.9999851239768287,1.186909316117838,1.405497199158871,1.5721022765971495,1.7062535741615803,1.8251782537985157,1.9378658771775552,2.038370501995663,2.1314503507356255,2.2283125259467003
1.0001194954354247,1.0291683728294552,1.0991460470750753,1.181577092272847,1.2680930270313713,1.360278312906709,1.465640236675729,1.5845107300692594,1.7236966905165123,1.8886115992880201
1.0004049694534747,1.0442781793227276,1.1115374987989985,1.1986446380258757,1.3060036620680047,1.428734104107936,1.5710707782743625,1.7438540840981183,1.9752009208199581,2.3016759796932043
1.0000100855933576,1.1447656601171878,1.3738596419899274,1.5463378269782921,1.6676616331675667,1.7554563970568726,1.825851110454505,1.8894132124987497,1.9583259513038354,2.0394899839170213
0.9999971175234891,1.1813319725828106,1.4703002159289003,1.6650181143800398,1.7795966366427165,1.862657360034103,1.9320193170895341,2.015973953802328,2.112896265273448,2.2169881974785652
1.0000051606430884,1.1541954514183954,1.4104869965533915,1.6181496145052126,1.7552838471281975,1.8430281676492273,1.8996679560070637,1.94181348710432,1.986015899861029,2.0417731762988973
0.999996865235787,1.2197811576199635,1.5657325627811385,1.8095273995558243,1.9763194733162452,2.1103401959943375,2.2312871591309738,2.35749756872399,2.499784289406498,2.6626947347462933
0.9999910160122757,1.0371166708801962,1.1007272317095684,1.1609244908166947,1.2191235411428962,1.2723718201552718,1.3185568191628798,1.358057508708576,1.3959561907559581,1.438445793984276
1.0000955519364145,1.0642895410465947,1.1631860781770582,1.2454213559002354,1.3190152177820371,1.3841601064511644,1.4420541658982098,1.4885856010841068,1.5317523301726308,1.5749788037138428
0.9999982413519976,1.1363859318164296,1.3699216522969802,1.5781562700847662,1.7465625703823564,1.8822382366162893,1.9931975452733608,2.086168702276235,2.16285063992359,2.2295782015103427
0.9999950398925852,1.126349719020957,1.3210665248828453,1.4967621124529902,1.6587451729214142,1.817036001552558,1.9894008977862414,2.164585333746405,2.32997068229891,2.4711195692578793
1.0000523063758555,1.0734673476236323,1.209067168104081,1.3468291314635712,1.4863553815919879,1.6236295792504971,1.7532601680057367,1.8768612027135025,2.0013504306433907,2.1357520254413633
0.9999725410118451,1.1660773671617364,1.4410081394015741,1.6356053486218696,1.7581896947275797,1.8435243928770475,1.917923199354009,1.9984136296560207,2.106865642845295,2.257255652869128
1.0000064723805577,1.132259415849446,1.331621971355941,1.49633387960018,1.6246572088257907,1.7227460044413128,1.7938834286642829,1.8471124926059286,1.9050550237003643,1.9828682802256787
1.0000379204004766,1.1345050875014062,1.3589078581898337,1.5577890692565588,1.7181448783378233,1.8495045600937468,1.9612141954983198,2.061689498170199,2.161378088776698,2.265295862324949
0.9999974751761348,1.176875475842136,1.4722531184705958,1.7294079825796376,1.9397280877425456,2.1372401003262707,2.346064412211275,2.581135346560492,2.8551284048898053,3.1739614883369507
0.9999885800669353,1.1310937802672119,1.367845506095326,1.6199478567730645,1.8677613707862313,2.0870631185872606,2.2638876484490495,2.4106827149716175,2.5491783625493136,2.6953744211533035
