grid,scenario,year,region,real_GDP,real_consumption,real_investment,nominal_investment,real_exports,real_imports,total_CO2,power_CO2,fossil_energy_Mtoe,carbon_price_2017USD_t,carbon_increment_2024USD_t,carbon_revenue,log_utility,log_unit_expenditure,generation_TWh,renewable_generation_TWh,renewable_capacity_proxy_GW,electricity_price_index,carbon_match_status,macro_productivity
fiveyear_2050,A,2017,Australia_Oceania,1509.4818529812414,834.9487981865464,347.17724500037383,370.5800751165647,395.22230165435906,373.82109698757114,425.29164661938984,191.88928546009654,175.53135254341868,13.45999999999945,0.0,5.724425563496648,6.028542399672666,0.058502022851793116,282.15869402987875,68.59499999998225,29.160539999993762,1.0534240982533662,NOT_APPLICABLE,1.0003736988638863
fiveyear_2050,A,2017,China,12578.067455850985,5064.066368594053,5124.910004410292,5443.909940195532,2881.0734497159297,2674.139147484613,9750.22213571702,4695.191266724537,3979.8456017431035,0.0,0.0,-1.2441191596029224e-12,7.833664605925447,0.06408281724106243,7024.213982332018,1721.5289999988695,620.8557099995718,0.9979479890457529,NOT_APPLICABLE,0.9999766600003124
fiveyear_2050,A,2017,Japan,4870.185459291352,2654.4468484513905,1240.0907799352963,1250.2170590147857,828.2424957168244,857.2004528941761,1080.4657455282318,508.40578984389697,594.6635068832484,13.6,0.0,14.694334139184317,7.1848274878404625,0.02749891683681046,1028.1095579793778,189.8359999995177,83.59645999976998,1.0399698878789698,NOT_APPLICABLE,1.0005827939070984
fiveyear_2050,A,2017,South Korea,1533.1525518504866,692.525368314281,464.4657954487647,502.9142306083182,667.8937498066116,557.7710690952687,520.440860712152,257.1458776642288,413.14639329472544,18.13999999999992,0.0,9.440797213318385,5.841085866680686,0.08178592507572888,525.0743877738716,23.142000000812317,11.175010000435257,1.0866783689751658,NOT_APPLICABLE,1.0005746387521197
fiveyear_2050,A,2017,Rest of World,78.07138553624799,34.17019686878433,26.03607811578258,26.26440768519444,31.06478222712263,26.675582673679305,44.648663168963004,16.874704901237266,12.728665838722657,0.0,0.0,1.8972243610084653e-22,2.83837535261699,0.027840612302642998,82.3076595425122,28.48399999977811,15.875449999890566,0.9984367423103899,NOT_APPLICABLE,1.0000051947562145
fiveyear_2050,A,2017,Southeast Asia,2732.7791808742973,1565.8690647027133,799.9300040636016,813.1085115483443,1405.4514230323023,1414.8429368256682,1501.1575754315165,579.3075102356527,764.7608177586848,0.0,0.0,-1.0140891581264373e-13,6.663042804225715,0.03269692570034953,993.0946093556579,209.34699999968652,61.31713999990629,0.9963544408942335,NOT_APPLICABLE,1.0000218463859054
fiveyear_2050,A,2017,"Central, Western and South Asia",4555.629755774982,2625.7028261122296,1163.0122279926982,1186.4415880116978,1373.3140600474544,1430.5546971117237,3072.983669954867,1144.5949147967165,1836.1915289489666,0.0,0.0,-2.668025088944036e-13,7.177856232993186,0.017446500493131845,2004.339211695952,210.81899999975664,89.65165999989651,0.9956420549930449,NOT_APPLICABLE,1.0000632421933142
fiveyear_2050,A,2017,India,2597.7972109938078,1622.433846580761,784.9362100228834,797.244416596246,394.49968711239165,520.7649267024893,2223.976221954974,1113.221147988312,983.9673252300535,4.0504886361277464e-13,0.0,3.0469217082538346e-13,6.698713742424503,0.02398064243977655,1510.4416064354275,256.2439999996676,105.25766999988696,0.997121295424959,NOT_APPLICABLE,0.9999876184984722
fiveyear_2050,A,2017,Canada,1554.7002160047832,882.1370442489255,363.2718934808215,376.2960039181071,472.5999494201096,512.7845437674283,587.6735678280277,101.64684743604079,325.23834295979776,0.0,0.0,-2.6359188130418656e-13,6.090606791525098,0.08277706968435862,663.9481459327287,441.60100000128557,98.14900000029259,0.9963569678093733,NOT_APPLICABLE,1.0000085574389852
fiveyear_2050,A,2017,United States,19186.531766115113,13046.592065577506,4221.520817226779,4056.298406282365,2166.001488758759,2849.563947267618,4829.74622579098,1708.9677356847894,2768.621641815947,3.9400000000000457,0.0,19.029200129616548,8.78064257084463,0.022247688951957875,4223.845036005694,728.2739999986007,229.67769999959043,1.012975466004616,NOT_APPLICABLE,1.0001449444016095
fiveyear_2050,A,2017,Rest of America,3651.581501987735,2393.961767510826,723.9533293341169,737.0824434876106,996.9010343433142,998.1431946946724,1274.9629676433308,333.8993463563932,689.8581301880766,0.0,0.0,-2.741479897212789e-13,7.088592650518784,0.046378068234860535,997.8228904144992,407.80199999944966,108.01502999985172,0.9979510042920383,NOT_APPLICABLE,0.9999976668435157
fiveyear_2050,A,2017,Brazil,1910.4391710430486,1188.311310719409,277.691944447954,297.7969049023134,258.4439361597907,231.2619775917049,456.2689054214078,72.47053131600416,285.0467179763705,0.0,0.0,-8.908376833801952e-13,6.384787673683856,0.10703993306145639,588.9673276436049,469.49100000091613,136.24831000033907,0.9987636122316188,NOT_APPLICABLE,1.0000010911296826
fiveyear_2050,A,2017,"EU, UK and EFTA",17229.49743981786,9378.484117125445,3717.7759715856787,3969.334617519213,7457.41658921823,7446.575327071128,3584.1688114729363,1035.8376991086975,2102.7116749122347,6.24,0.0,22.365213383585434,8.449490799859717,0.11826725838697191,3487.1315370393704,1219.6369999954184,485.4601099981362,1.012383815175604,NOT_APPLICABLE,1.000201945540916
fiveyear_2050,A,2017,Eastern Europe,282.25637451193614,185.93694164262246,61.15737893956943,64.07419013295858,141.57721464754374,170.734060650969,358.22065904364774,182.09767715991458,162.1810358412203,0.010000000000042586,0.0,0.0035822065903970647,4.528388692164813,0.11431597082718269,205.94908715342098,18.259999999980316,20.226599999983087,0.9969623924597714,NOT_APPLICABLE,0.9998673298725127
fiveyear_2050,A,2017,Russia,1560.9759151694514,823.1394818516383,338.6638212459031,339.32694240295774,397.6556157376252,281.85836719697915,1602.3249565328867,797.0933004365925,987.0577732086674,0.0,0.0,4.679825598312157e-13,6.01800449624255,-0.004709514231409785,1095.0064836318913,190.5070000004973,50.81510000013158,0.9925266909378424,NOT_APPLICABLE,1.0001167343354946
fiveyear_2050,A,2017,North Africa,622.1337927040938,403.78419992506923,150.61200158923978,152.47224413932796,174.44828520004356,217.3933804553344,501.49289547734594,177.67734139085402,272.8563672245432,0.0,0.0,2.809119466735604e-14,5.298348533227132,-0.00658168554561353,343.63645574575537,20.84199999662448,7.287969998820023,0.9939507197086327,NOT_APPLICABLE,1.0001023985021573
fiveyear_2050,A,2017,Sub Saharan,1295.5042162537125,907.6585074403299,303.7337873095256,309.78361344837646,279.0251714115723,346.762767585507,357.1231980750332,69.3987002032441,148.2279094422376,0.0,0.0,1.3456857316767245e-13,6.115031554257298,0.027683916706001323,196.7258839672161,107.58399999838585,28.86662999957108,0.99739875862773,NOT_APPLICABLE,1.0000388814031422
fiveyear_2050,A,2017,South Africa,366.5371813024938,211.70582581465843,58.23402456098536,58.65886504709709,126.30500182332517,101.37305407493815,436.1180711271066,226.701994052339,153.25672560078738,2.9297779511049326e-14,0.0,7.777941785078032e-14,4.660801660842844,0.06474779512803054,257.08200828186455,13.799999999972748,5.306589999986002,0.9972623621009977,NOT_APPLICABLE,1.0000019237388154
fiveyear_2050,A,2020,Australia_Oceania,1603.9533854651065,901.3484173235655,376.3686285989532,432.0264205951969,415.6359461534121,416.0923242807521,443.2088982498557,192.76111968686592,182.51305697642434,14.3,0.0,6.337887244972947,6.176729998338532,0.13209835175956874,308.55559243025505,94.91794768624042,47.02436000012432,1.1502521885182764,NOT_APPLICABLE,1.0361280050317996
fiveyear_2050,A,2020,China,15214.56493661729,6426.651910028424,5714.658797269184,6066.3486143911405,3409.476136053437,3015.379124722176,10920.89241517645,5348.031401452572,4468.674441839109,0.0,0.0,1.8142809007894057e-12,8.265002333824247,0.0727702062587669,8346.791177663836,2187.4958256687073,896.4119699890975,1.0154574213213161,NOT_APPLICABLE,1.1603564219315563
